tradingdate,stockcode,openindex,closeindex,lowestindex,highestindex,totalvol
"""2017-07-18T00:00:00.000Z""",VNINDEX,766.88,767.49,762.68,770.37,237790122.00
"""2017-07-19T00:00:00.000Z""",VNINDEX,771.33,771.30,770.18,774.12,236848923.00
"""2017-07-20T00:00:00.000Z""",VNINDEX,768.56,768.41,763.55,768.56,183490975.00
"""2017-07-21T00:00:00.000Z""",VNINDEX,768.90,761.86,761.86,770.43,179984194.00
"""2017-07-24T00:00:00.000Z""",VNINDEX,759.97,759.74,753.82,761.64,158865297.00
"""2017-07-25T00:00:00.000Z""",VNINDEX,757.43,767.27,757.35,767.27,180740853.00
"""2017-07-26T00:00:00.000Z""",VNINDEX,769.35,773.88,764.92,773.88,208321073.00
"""2017-07-27T00:00:00.000Z""",VNINDEX,773.21,771.50,770.30,774.97,202368741.00
"""2017-07-28T00:00:00.000Z""",VNINDEX,771.21,777.09,770.82,777.09,199878958.00
"""2017-07-31T00:00:00.000Z""",VNINDEX,777.54,783.55,776.72,783.58,267105707.00
"""2017-08-01T00:00:00.000Z""",VNINDEX,784.44,786.81,784.15,787.68,206360883.00
"""2017-08-02T00:00:00.000Z""",VNINDEX,783.45,786.23,779.81,788.97,218993125.00
"""2017-08-03T00:00:00.000Z""",VNINDEX,786.19,788.49,786.19,790.82,208568962.00
"""2017-08-04T00:00:00.000Z""",VNINDEX,789.46,788.68,786.09,790.12,202950213.00
"""2017-08-07T00:00:00.000Z""",VNINDEX,789.41,792.98,788.66,796.09,222641458.00
"""2017-08-08T00:00:00.000Z""",VNINDEX,795.80,791.57,789.84,796.62,228903823.00
"""2017-08-09T00:00:00.000Z""",VNINDEX,789.15,773.66,773.66,789.15,307857302.00
"""2017-08-10T00:00:00.000Z""",VNINDEX,769.58,773.43,769.58,776.77,190125850.00
"""2017-08-11T00:00:00.000Z""",VNINDEX,771.86,772.08,769.14,774.31,169866377.00
"""2017-08-14T00:00:00.000Z""",VNINDEX,770.65,776.17,770.65,776.42,185315403.00
"""2017-08-15T00:00:00.000Z""",VNINDEX,776.64,771.06,770.09,776.83,152482263.00
"""2017-08-16T00:00:00.000Z""",VNINDEX,771.10,773.57,766.80,773.57,169788083.00
"""2017-08-17T00:00:00.000Z""",VNINDEX,773.48,767.59,767.59,774.47,238329221.00
"""2017-08-18T00:00:00.000Z""",VNINDEX,762.82,768.97,762.46,770.79,196320715.00
"""2017-08-21T00:00:00.000Z""",VNINDEX,767.42,768.79,765.95,769.71,169697954.00
"""2017-08-22T00:00:00.000Z""",VNINDEX,768.20,761.26,760.30,768.44,154105690.00
"""2017-08-23T00:00:00.000Z""",VNINDEX,762.42,765.98,759.01,765.98,158564485.00
"""2017-08-24T00:00:00.000Z""",VNINDEX,766.48,769.77,764.64,771.65,219613054.00
"""2017-08-25T00:00:00.000Z""",VNINDEX,769.07,771.63,768.57,771.63,225178732.00
"""2017-08-28T00:00:00.000Z""",VNINDEX,771.81,777.26,770.51,777.26,258564573.00
"""2017-08-29T00:00:00.000Z""",VNINDEX,773.91,774.03,773.87,777.11,264845233.00
"""2017-08-30T00:00:00.000Z""",VNINDEX,774.31,778.65,773.85,778.65,203145417.00
"""2017-08-31T00:00:00.000Z""",VNINDEX,779.19,782.76,778.19,785.78,211651341.00
"""2017-09-01T00:00:00.000Z""",VNINDEX,784.42,788.73,784.18,789.19,146626188.00
"""2017-09-05T00:00:00.000Z""",VNINDEX,790.26,792.31,787.80,794.46,165409052.00
"""2017-09-06T00:00:00.000Z""",VNINDEX,792.16,793.55,788.89,793.82,155708926.00
"""2017-09-07T00:00:00.000Z""",VNINDEX,793.61,796.72,792.77,798.58,154505895.00
"""2017-09-08T00:00:00.000Z""",VNINDEX,797.98,801.20,797.82,802.90,132500179.00
"""2017-09-11T00:00:00.000Z""",VNINDEX,801.21,797.47,797.47,805.44,155943660.00
"""2017-09-12T00:00:00.000Z""",VNINDEX,795.53,799.94,794.88,801.01,153195978.00
"""2017-09-13T00:00:00.000Z""",VNINDEX,802.85,802.78,799.94,804.38,150276710.00
"""2017-09-14T00:00:00.000Z""",VNINDEX,803.34,806.32,803.23,807.29,162902332.00
"""2017-09-15T00:00:00.000Z""",VNINDEX,803.35,805.82,802.08,805.82,163567114.00
"""2017-09-18T00:00:00.000Z""",VNINDEX,808.51,807.87,805.37,809.39,173959943.00
"""2017-09-19T00:00:00.000Z""",VNINDEX,807.41,805.93,805.87,810.13,172848996.00
"""2017-09-20T00:00:00.000Z""",VNINDEX,806.88,805.86,803.33,807.51,150763708.00
"""2017-09-21T00:00:00.000Z""",VNINDEX,805.29,803.93,802.60,806.52,138747827.00
"""2017-09-22T00:00:00.000Z""",VNINDEX,805.15,807.13,803.94,808.16,176702056.00
"""2017-09-25T00:00:00.000Z""",VNINDEX,806.90,805.58,802.23,807.64,149148844.00
"""2017-09-26T00:00:00.000Z""",VNINDEX,806.40,805.35,801.66,806.84,171208475.00
"""2017-09-27T00:00:00.000Z""",VNINDEX,803.32,803.77,801.74,805.04,157399967.00
"""2017-09-28T00:00:00.000Z""",VNINDEX,803.10,804.82,803.10,810.35,192668321.00
"""2017-09-29T00:00:00.000Z""",VNINDEX,805.07,804.42,804.42,808.77,139478332.00
"""2017-10-02T00:00:00.000Z""",VNINDEX,805.29,802.23,801.70,808.09,119496788.00
"""2017-10-03T00:00:00.000Z""",VNINDEX,803.98,798.00,795.05,804.39,162274344.00
"""2017-10-04T00:00:00.000Z""",VNINDEX,797.39,805.66,797.00,805.66,118415347.00
"""2017-10-05T00:00:00.000Z""",VNINDEX,806.56,805.23,805.22,810.54,148454725.00
"""2017-10-06T00:00:00.000Z""",VNINDEX,805.70,807.80,803.81,808.13,132949625.00
"""2017-10-09T00:00:00.000Z""",VNINDEX,809.61,808.96,806.78,810.75,167582209.00
"""2017-10-10T00:00:00.000Z""",VNINDEX,808.43,810.65,806.30,810.65,144207773.00
"""2017-10-11T00:00:00.000Z""",VNINDEX,811.20,813.95,811.20,815.11,180697030.00
"""2017-10-12T00:00:00.000Z""",VNINDEX,814.43,815.87,813.72,818.44,149202176.00
"""2017-10-13T00:00:00.000Z""",VNINDEX,814.60,820.95,814.20,820.95,154124550.00
"""2017-10-16T00:00:00.000Z""",VNINDEX,821.54,819.43,819.43,823.85,168971513.00
"""2017-10-17T00:00:00.000Z""",VNINDEX,819.51,828.29,819.43,828.29,177221112.00
"""2017-10-18T00:00:00.000Z""",VNINDEX,829.43,827.72,826.72,831.15,198939166.00
"""2017-10-19T00:00:00.000Z""",VNINDEX,828.89,828.93,825.50,831.61,169347738.00
"""2017-10-20T00:00:00.000Z""",VNINDEX,827.93,826.84,826.84,833.57,196370319.00
"""2017-10-23T00:00:00.000Z""",VNINDEX,826.25,820.04,818.81,827.24,210654201.00
"""2017-10-24T00:00:00.000Z""",VNINDEX,818.08,825.24,814.92,825.24,180443389.00
"""2017-10-25T00:00:00.000Z""",VNINDEX,826.08,830.69,822.83,830.69,160167014.00
"""2017-10-26T00:00:00.000Z""",VNINDEX,829.94,830.11,823.92,834.67,187406978.00
"""2017-10-27T00:00:00.000Z""",VNINDEX,829.15,840.37,828.45,840.37,143365607.00
"""2017-10-30T00:00:00.000Z""",VNINDEX,842.92,845.20,842.92,849.30,197245339.00
"""2017-10-31T00:00:00.000Z""",VNINDEX,844.27,837.28,837.28,845.93,192054614.00
"""2017-11-01T00:00:00.000Z""",VNINDEX,838.75,842.71,838.01,842.88,172222142.00
"""2017-11-02T00:00:00.000Z""",VNINDEX,842.19,833.09,833.09,849.53,192772745.00
"""2017-11-03T00:00:00.000Z""",VNINDEX,833.16,843.73,831.58,843.73,203251641.00
"""2017-11-06T00:00:00.000Z""",VNINDEX,846.12,849.09,843.76,849.09,172205535.00
"""2017-11-07T00:00:00.000Z""",VNINDEX,850.20,850.33,847.88,854.60,584720782.00
"""2017-11-08T00:00:00.000Z""",VNINDEX,853.15,859.70,852.32,863.07,171679868.00
"""2017-11-09T00:00:00.000Z""",VNINDEX,862.38,860.40,858.16,864.20,164441874.00
"""2017-11-10T00:00:00.000Z""",VNINDEX,859.91,868.21,859.24,869.37,189390347.00
"""2017-11-13T00:00:00.000Z""",VNINDEX,871.70,879.34,871.70,879.34,283758606.00
"""2017-11-14T00:00:00.000Z""",VNINDEX,881.15,880.90,874.74,884.14,221727496.00
"""2017-11-15T00:00:00.000Z""",VNINDEX,877.65,882.59,876.60,884.83,200007759.00
"""2017-11-16T00:00:00.000Z""",VNINDEX,880.17,892.80,880.17,892.80,206497313.00
"""2017-11-17T00:00:00.000Z""",VNINDEX,893.99,890.69,886.86,898.11,188537818.00
"""2017-11-20T00:00:00.000Z""",VNINDEX,890.34,903.55,889.55,903.55,175971780.00
"""2017-11-21T00:00:00.000Z""",VNINDEX,907.51,918.30,907.51,929.89,230286758.00
"""2017-11-22T00:00:00.000Z""",VNINDEX,921.13,932.66,918.30,932.66,210142843.00
"""2017-11-23T00:00:00.000Z""",VNINDEX,938.31,933.70,927.00,943.15,221694826.00
"""2017-11-24T00:00:00.000Z""",VNINDEX,930.52,935.57,924.65,937.54,225727519.00
"""2017-11-27T00:00:00.000Z""",VNINDEX,933.38,938.61,931.29,947.06,252356742.00
"""2017-11-28T00:00:00.000Z""",VNINDEX,939.10,941.21,933.59,943.45,359519829.00
"""2017-11-29T00:00:00.000Z""",VNINDEX,943.46,952.14,940.40,952.14,229831667.00
"""2017-11-30T00:00:00.000Z""",VNINDEX,956.17,949.93,949.93,960.11,249604720.00
"""2017-12-01T00:00:00.000Z""",VNINDEX,952.76,960.33,952.76,960.33,227730582.00
"""2017-12-04T00:00:00.000Z""",VNINDEX,962.47,970.02,962.47,972.53,270002013.00
"""2017-12-05T00:00:00.000Z""",VNINDEX,972.28,953.30,953.30,974.80,264957567.00
"""2017-12-06T00:00:00.000Z""",VNINDEX,950.21,947.64,932.64,950.72,243461033.00
"""2017-12-07T00:00:00.000Z""",VNINDEX,950.23,938.65,932.68,954.24,196889263.00
"""2017-12-08T00:00:00.000Z""",VNINDEX,938.41,940.16,930.29,944.75,197622748.00
"""2017-12-11T00:00:00.000Z""",VNINDEX,930.17,917.45,917.45,936.93,193977856.00
"""2017-12-12T00:00:00.000Z""",VNINDEX,927.67,927.25,895.85,931.12,243244642.00
"""2017-12-13T00:00:00.000Z""",VNINDEX,927.25,924.40,922.97,932.48,157394803.00
"""2017-12-14T00:00:00.000Z""",VNINDEX,925.51,935.85,923.99,936.29,172032478.00
"""2017-12-15T00:00:00.000Z""",VNINDEX,933.63,935.16,932.96,939.57,239898247.00
"""2017-12-18T00:00:00.000Z""",VNINDEX,945.90,958.06,945.90,958.06,241411325.00
"""2017-12-19T00:00:00.000Z""",VNINDEX,961.03,951.42,951.25,963.01,228762452.00
"""2017-12-20T00:00:00.000Z""",VNINDEX,945.12,953.51,945.12,958.82,220568085.00
"""2017-12-21T00:00:00.000Z""",VNINDEX,949.45,946.06,946.06,957.56,213618225.00
"""2017-12-22T00:00:00.000Z""",VNINDEX,947.54,952.32,945.18,952.70,197504277.00
"""2017-12-25T00:00:00.000Z""",VNINDEX,954.28,958.31,952.41,958.57,168438210.00
"""2017-12-26T00:00:00.000Z""",VNINDEX,960.32,965.93,957.24,965.93,186036686.00
"""2017-12-27T00:00:00.000Z""",VNINDEX,969.72,968.46,965.18,972.60,235825004.00
"""2017-12-28T00:00:00.000Z""",VNINDEX,970.63,976.72,967.73,978.65,160228618.00
"""2017-12-29T00:00:00.000Z""",VNINDEX,978.39,984.24,976.33,990.10,211107217.00
"""2018-01-02T00:00:00.000Z""",VNINDEX,986.05,995.77,984.34,996.18,186020388.00
"""2018-01-03T00:00:00.000Z""",VNINDEX,999.86,1005.67,998.41,1010.21,237295772.00
"""2018-01-04T00:00:00.000Z""",VNINDEX,1009.37,1019.75,1009.00,1019.75,252908620.00
"""2018-01-05T00:00:00.000Z""",VNINDEX,1020.34,1012.65,1010.65,1020.60,284030772.00
"""2018-01-08T00:00:00.000Z""",VNINDEX,1011.36,1022.90,1004.89,1022.90,268788910.00
"""2018-01-09T00:00:00.000Z""",VNINDEX,1027.14,1033.56,1017.86,1033.56,320377482.00
"""2018-01-10T00:00:00.000Z""",VNINDEX,1034.64,1038.11,1033.01,1045.63,375086613.00
"""2018-01-11T00:00:00.000Z""",VNINDEX,1037.03,1048.17,1031.13,1049.73,314652435.00
"""2018-01-12T00:00:00.000Z""",VNINDEX,1050.17,1050.11,1046.38,1057.88,351971363.00
"""2018-01-15T00:00:00.000Z""",VNINDEX,1049.91,1063.47,1043.15,1063.47,292708474.00
"""2018-01-16T00:00:00.000Z""",VNINDEX,1059.36,1062.96,1052.43,1065.39,340273365.00
"""2018-01-17T00:00:00.000Z""",VNINDEX,1061.98,1034.69,1034.69,1064.77,332610432.00
"""2018-01-18T00:00:00.000Z""",VNINDEX,1028.76,1050.25,1020.01,1050.25,281597889.00
"""2018-01-19T00:00:00.000Z""",VNINDEX,1054.33,1062.07,1053.37,1067.21,342466534.00
"""2018-01-22T00:00:00.000Z""",VNINDEX,1066.86,1087.42,1066.61,1088.05,266108654.00
"""2018-01-24T00:00:00.000Z""",VNINDEX,1066.86,1087.42,1066.61,1088.05,266108654.00
"""2018-01-25T00:00:00.000Z""",VNINDEX,1098.44,1104.57,1098.44,1117.08,510920685.00
"""2018-01-26T00:00:00.000Z""",VNINDEX,1119.78,1115.64,1103.06,1123.83,289969503.00
"""2018-01-29T00:00:00.000Z""",VNINDEX,1121.78,1109.80,1109.80,1130.10,276731860.00
"""2018-01-30T00:00:00.000Z""",VNINDEX,1099.98,1110.56,1092.44,1110.56,335404926.00
"""2018-01-31T00:00:00.000Z""",VNINDEX,1112.23,1110.36,1104.98,1128.10,351193683.00
"""2018-02-01T00:00:00.000Z""",VNINDEX,1111.74,1099.67,1090.25,1111.74,269172880.00
"""2018-02-02T00:00:00.000Z""",VNINDEX,1098.66,1105.04,1091.06,1105.04,200290830.00
"""2018-02-05T00:00:00.000Z""",VNINDEX,1089.62,1048.71,1048.71,1090.88,282041443.00
"""2018-02-06T00:00:00.000Z""",VNINDEX,1026.08,1011.60,983.06,1026.08,480707022.00
"""2018-02-07T00:00:00.000Z""",VNINDEX,1040.53,1040.55,1034.13,1048.54,241129530.00
"""2018-02-08T00:00:00.000Z""",VNINDEX,1031.46,1023.25,1023.25,1039.61,181500401.00
"""2018-02-09T00:00:00.000Z""",VNINDEX,991.09,1003.94,973.78,1003.94,243226769.00
"""2018-02-12T00:00:00.000Z""",VNINDEX,1011.64,1041.79,1011.64,1041.79,171101897.00
"""2018-02-13T00:00:00.000Z""",VNINDEX,1053.31,1059.73,1052.86,1060.48,174286147.00
"""2018-02-21T00:00:00.000Z""",VNINDEX,1073.33,1087.15,1070.43,1092.65,177566756.00
"""2018-02-22T00:00:00.000Z""",VNINDEX,1080.77,1076.03,1074.27,1091.62,200360634.00
"""2018-02-23T00:00:00.000Z""",VNINDEX,1086.81,1102.85,1081.31,1102.85,189076046.00
"""2018-02-26T00:00:00.000Z""",VNINDEX,1115.90,1114.53,1114.06,1127.57,234030327.00
"""2018-02-27T00:00:00.000Z""",VNINDEX,1124.03,1119.61,1106.77,1124.03,196671471.00
"""2018-02-28T00:00:00.000Z""",VNINDEX,1110.30,1121.54,1109.89,1129.89,232585557.00
"""2018-03-01T00:00:00.000Z""",VNINDEX,1118.13,1115.79,1110.92,1129.30,227400150.00
"""2018-03-02T00:00:00.000Z""",VNINDEX,1103.16,1121.21,1103.16,1121.91,210069356.00
"""2018-03-05T00:00:00.000Z""",VNINDEX,1129.92,1093.48,1093.48,1132.69,275901399.00
"""2018-03-06T00:00:00.000Z""",VNINDEX,1106.28,1120.29,1091.67,1120.29,236332798.00
"""2018-03-07T00:00:00.000Z""",VNINDEX,1121.99,1112.26,1103.29,1126.67,279076144.00
"""2018-03-08T00:00:00.000Z""",VNINDEX,1112.24,1124.15,1111.76,1126.35,200917865.00
"""2018-03-09T00:00:00.000Z""",VNINDEX,1128.73,1123.41,1119.18,1135.02,216905718.00
"""2018-03-12T00:00:00.000Z""",VNINDEX,1130.93,1126.29,1123.98,1134.52,244680977.00
"""2018-03-13T00:00:00.000Z""",VNINDEX,1126.53,1133.31,1118.49,1133.31,233199290.00
"""2018-03-14T00:00:00.000Z""",VNINDEX,1135.99,1138.09,1134.55,1142.88,250542384.00
"""2018-03-15T00:00:00.000Z""",VNINDEX,1134.51,1138.76,1129.66,1140.74,232401726.00
"""2018-03-16T00:00:00.000Z""",VNINDEX,1144.54,1150.19,1140.56,1152.52,308616186.00
"""2018-03-19T00:00:00.000Z""",VNINDEX,1158.16,1159.22,1155.82,1165.63,272048094.00
"""2018-03-20T00:00:00.000Z""",VNINDEX,1154.48,1159.39,1154.48,1166.33,214037518.00
"""2018-03-21T00:00:00.000Z""",VNINDEX,1166.51,1169.36,1163.91,1172.31,237674937.00
"""2018-03-22T00:00:00.000Z""",VNINDEX,1175.22,1172.36,1169.48,1180.44,233321598.00
"""2018-03-23T00:00:00.000Z""",VNINDEX,1154.25,1153.59,1138.53,1157.20,261957626.00
"""2018-03-26T00:00:00.000Z""",VNINDEX,1150.51,1171.22,1150.51,1176.95,211695248.00
"""2018-03-27T00:00:00.000Z""",VNINDEX,1187.42,1171.73,1169.58,1187.42,237762326.00
"""2018-03-28T00:00:00.000Z""",VNINDEX,1168.87,1172.24,1165.71,1179.18,208549520.00
"""2018-03-29T00:00:00.000Z""",VNINDEX,1174.73,1167.03,1164.12,1176.45,185250625.00
"""2018-03-30T00:00:00.000Z""",VNINDEX,1169.29,1174.46,1158.49,1175.36,204895133.00
"""2018-04-02T00:00:00.000Z""",VNINDEX,1180.26,1196.61,1179.73,1196.61,245761399.00
"""2018-04-03T00:00:00.000Z""",VNINDEX,1197.00,1188.29,1185.83,1199.93,255243305.00
"""2018-04-04T00:00:00.000Z""",VNINDEX,1194.26,1191.54,1189.46,1200.71,238685333.00
"""2018-04-05T00:00:00.000Z""",VNINDEX,1197.76,1193.17,1186.75,1199.15,241192333.00
"""2018-04-06T00:00:00.000Z""",VNINDEX,1194.15,1199.96,1194.15,1202.59,252058302.00
"""2018-04-09T00:00:00.000Z""",VNINDEX,1202.44,1204.33,1197.44,1207.45,251450568.00
"""2018-04-10T00:00:00.000Z""",VNINDEX,1207.62,1198.12,1192.22,1211.34,286724942.00
"""2018-04-11T00:00:00.000Z""",VNINDEX,1201.51,1167.11,1167.11,1202.46,286075860.00
"""2018-04-12T00:00:00.000Z""",VNINDEX,1162.48,1173.02,1153.64,1173.02,179985791.00
"""2018-04-13T00:00:00.000Z""",VNINDEX,1178.57,1157.14,1153.93,1181.52,196127118.00
"""2018-04-16T00:00:00.000Z""",VNINDEX,1156.54,1148.49,1141.81,1159.45,196991115.00
"""2018-04-17T00:00:00.000Z""",VNINDEX,1149.02,1153.28,1139.33,1156.70,175758220.00
"""2018-04-18T00:00:00.000Z""",VNINDEX,1153.28,1138.53,1138.42,1160.32,172104954.00
"""2018-04-19T00:00:00.000Z""",VNINDEX,1137.99,1094.63,1094.63,1137.99,204014038.00
"""2018-04-20T00:00:00.000Z""",VNINDEX,1095.84,1119.86,1078.01,1119.86,214649004.00
"""2018-04-23T00:00:00.000Z""",VNINDEX,1124.33,1076.78,1076.78,1127.24,217926299.00
"""2018-04-24T00:00:00.000Z""",VNINDEX,1064.86,1080.74,1048.68,1084.89,186605894.00
"""2018-04-26T00:00:00.000Z""",VNINDEX,1082.52,1044.86,1039.35,1082.52,208475892.00
"""2018-04-27T00:00:00.000Z""",VNINDEX,1037.36,1050.26,1031.89,1054.94,191597755.00
"""2018-05-02T00:00:00.000Z""",VNINDEX,1053.26,1029.08,1024.75,1053.52,182941221.00
"""2018-05-03T00:00:00.000Z""",VNINDEX,1018.47,1026.46,1003.79,1027.38,203423527.00
"""2018-05-04T00:00:00.000Z""",VNINDEX,1032.12,1026.80,1022.10,1037.02,163073396.00
"""2018-05-07T00:00:00.000Z""",VNINDEX,1034.64,1062.26,1028.79,1062.26,155126464.00
"""2018-05-08T00:00:00.000Z""",VNINDEX,1061.12,1060.45,1057.24,1072.28,170039099.00
"""2018-05-09T00:00:00.000Z""",VNINDEX,1058.33,1056.97,1051.79,1069.80,161331147.00
"""2018-05-10T00:00:00.000Z""",VNINDEX,1058.22,1028.87,1025.75,1059.34,204943891.00
"""2018-05-11T00:00:00.000Z""",VNINDEX,1026.34,1044.85,1014.30,1044.85,134822176.00
"""2018-05-14T00:00:00.000Z""",VNINDEX,1051.69,1066.98,1042.31,1066.98,137941040.00
"""2018-05-15T00:00:00.000Z""",VNINDEX,1072.25,1073.50,1071.02,1084.20,158346706.00
"""2018-05-16T00:00:00.000Z""",VNINDEX,1070.34,1054.62,1052.18,1072.46,150045681.00
"""2018-05-17T00:00:00.000Z""",VNINDEX,1055.21,1030.64,1030.64,1057.84,129623675.00
"""2018-05-18T00:00:00.000Z""",VNINDEX,1033.33,1040.54,1013.57,1040.84,408221419.00
"""2018-05-21T00:00:00.000Z""",VNINDEX,1043.82,1014.98,1014.98,1043.82,123092311.00
"""2018-05-22T00:00:00.000Z""",VNINDEX,1006.18,985.91,976.73,1015.97,180486321.00
"""2018-05-23T00:00:00.000Z""",VNINDEX,974.80,988.94,965.92,995.25,182157073.00
"""2018-05-24T00:00:00.000Z""",VNINDEX,992.24,985.92,974.14,995.82,129286940.00
"""2018-05-25T00:00:00.000Z""",VNINDEX,981.47,963.90,963.90,987.56,150253905.00
"""2018-05-28T00:00:00.000Z""",VNINDEX,938.86,931.75,927.47,951.34,219282495.00
"""2018-05-29T00:00:00.000Z""",VNINDEX,925.89,952.18,916.00,958.96,183986992.00
"""2018-05-30T00:00:00.000Z""",VNINDEX,953.41,948.50,932.26,953.41,146253087.00
"""2018-05-31T00:00:00.000Z""",VNINDEX,947.96,971.25,945.29,975.51,182043639.00
"""2018-06-01T00:00:00.000Z""",VNINDEX,973.67,992.87,973.56,995.06,204094226.00
"""2018-06-04T00:00:00.000Z""",VNINDEX,994.48,1013.78,992.01,1013.78,166088548.00
"""2018-06-05T00:00:00.000Z""",VNINDEX,1013.59,1022.74,1011.59,1025.26,212463110.00
"""2018-06-06T00:00:00.000Z""",VNINDEX,1020.97,1034.50,1012.98,1034.50,162082726.00
"""2018-06-07T00:00:00.000Z""",VNINDEX,1038.93,1036.69,1030.79,1043.71,173150315.00
"""2018-06-08T00:00:00.000Z""",VNINDEX,1032.59,1039.01,1026.94,1039.07,148083481.00
"""2018-06-11T00:00:00.000Z""",VNINDEX,1033.55,1039.02,1029.19,1045.60,185544642.00
"""2018-06-12T00:00:00.000Z""",VNINDEX,1033.55,1020.76,1005.10,1033.55,212484046.00
"""2018-06-13T00:00:00.000Z""",VNINDEX,1017.93,1030.53,1017.93,1030.53,116055807.00
"""2018-06-14T00:00:00.000Z""",VNINDEX,1030.53,1015.72,1015.72,1033.46,166569362.00
"""2018-06-15T00:00:00.000Z""",VNINDEX,1012.71,1016.51,1006.78,1018.95,165408131.00
"""2018-06-18T00:00:00.000Z""",VNINDEX,1015.56,987.34,986.88,1018.98,181390161.00
"""2018-06-19T00:00:00.000Z""",VNINDEX,972.38,962.16,941.57,972.62,250987249.00
"""2018-06-20T00:00:00.000Z""",VNINDEX,957.37,980.95,955.61,980.95,153633059.00
"""2018-06-21T00:00:00.000Z""",VNINDEX,979.57,969.40,966.28,979.57,117050156.00
"""2018-06-22T00:00:00.000Z""",VNINDEX,963.89,983.17,959.91,983.57,132357403.00
"""2018-06-25T00:00:00.000Z""",VNINDEX,997.34,990.52,988.98,997.34,142086995.00
"""2018-06-26T00:00:00.000Z""",VNINDEX,977.78,983.02,970.75,983.78,165360268.00
"""2018-06-27T00:00:00.000Z""",VNINDEX,981.44,968.91,968.91,984.46,179449433.00
"""2018-06-28T00:00:00.000Z""",VNINDEX,964.76,957.35,954.46,976.12,159068192.00
"""2018-06-29T00:00:00.000Z""",VNINDEX,955.64,960.78,950.48,962.93,146404382.00
"""2018-07-02T00:00:00.000Z""",VNINDEX,955.18,947.15,932.66,960.78,168193337.00
"""2018-07-03T00:00:00.000Z""",VNINDEX,945.87,906.01,906.01,946.16,180699556.00
"""2018-07-04T00:00:00.000Z""",VNINDEX,904.34,914.99,890.83,914.99,128079017.00
"""2018-07-05T00:00:00.000Z""",VNINDEX,914.48,899.40,892.67,921.85,142997397.00
"""2018-07-06T00:00:00.000Z""",VNINDEX,891.16,917.51,884.99,921.75,159155754.00
"""2018-07-09T00:00:00.000Z""",VNINDEX,922.72,915.12,915.12,929.50,119885476.00
"""2018-07-10T00:00:00.000Z""",VNINDEX,919.44,911.12,911.12,921.96,118443781.00
"""2018-07-11T00:00:00.000Z""",VNINDEX,898.08,893.16,885.09,900.16,158653973.00
"""2018-07-12T00:00:00.000Z""",VNINDEX,891.21,898.51,884.75,905.72,113779527.00
"""2018-07-13T00:00:00.000Z""",VNINDEX,904.80,909.72,899.94,912.53,140415005.00
"""2018-07-16T00:00:00.000Z""",VNINDEX,914.22,911.11,905.27,917.63,136241742.00
"""2018-07-17T00:00:00.000Z""",VNINDEX,905.32,921.27,902.02,921.27,155854801.00
"""2018-07-18T00:00:00.000Z""",VNINDEX,926.14,942.39,926.14,942.39,223941028.00
"""2018-07-19T00:00:00.000Z""",VNINDEX,943.91,943.97,939.58,947.07,199206168.00
"""2018-07-20T00:00:00.000Z""",VNINDEX,938.83,933.39,930.26,941.94,204001387.00
"""2018-07-23T00:00:00.000Z""",VNINDEX,931.52,936.74,930.25,949.14,208549512.00
"""2018-07-24T00:00:00.000Z""",VNINDEX,933.22,934.08,926.30,939.07,203903372.00
"""2018-07-25T00:00:00.000Z""",VNINDEX,936.57,927.58,927.58,938.33,232715087.00
"""2018-07-26T00:00:00.000Z""",VNINDEX,928.96,930.16,920.99,930.32,195482365.00
"""2018-07-27T00:00:00.000Z""",VNINDEX,931.90,935.52,928.82,937.23,179258485.00
"""2018-07-30T00:00:00.000Z""",VNINDEX,940.76,949.73,937.69,949.73,193224222.00
"""2018-07-31T00:00:00.000Z""",VNINDEX,948.56,956.39,947.32,959.07,242402537.00
"""2018-08-01T00:00:00.000Z""",VNINDEX,957.35,952.77,949.89,960.05,202122008.00
"""2018-08-02T00:00:00.000Z""",VNINDEX,952.75,953.55,942.39,953.55,212461313.00
"""2018-08-03T00:00:00.000Z""",VNINDEX,953.55,959.60,953.55,966.10,197527447.00
"""2018-08-06T00:00:00.000Z""",VNINDEX,960.12,960.23,955.42,962.99,229661927.00
"""2018-08-07T00:00:00.000Z""",VNINDEX,960.23,956.79,953.71,962.02,162135792.00
"""2018-08-08T00:00:00.000Z""",VNINDEX,958.31,966.27,958.31,966.27,155165106.00
"""2018-08-09T00:00:00.000Z""",VNINDEX,968.57,963.50,963.50,972.52,167641038.00
"""2018-08-10T00:00:00.000Z""",VNINDEX,962.03,968.47,955.04,968.47,185247020.00
"""2018-08-13T00:00:00.000Z""",VNINDEX,966.46,978.04,963.41,978.04,213219091.00
"""2018-08-14T00:00:00.000Z""",VNINDEX,979.66,978.27,974.47,981.42,177299762.00
"""2018-08-15T00:00:00.000Z""",VNINDEX,980.45,961.37,961.37,982.00,188943225.00
"""2018-08-16T00:00:00.000Z""",VNINDEX,955.88,964.28,955.88,964.28,174033240.00
"""2018-08-17T00:00:00.000Z""",VNINDEX,971.40,968.88,968.88,975.52,151066487.00
"""2018-08-20T00:00:00.000Z""",VNINDEX,970.81,969.62,966.46,973.57,180831844.00
"""2018-08-21T00:00:00.000Z""",VNINDEX,968.46,979.21,968.45,979.21,200574629.00
"""2018-08-22T00:00:00.000Z""",VNINDEX,979.21,982.15,979.21,986.36,204108481.00
